date,wm_yr_wk,year,month,week
2015-07-30,11526,2015,7,31
2015-07-31,11526,2015,7,31
2015-08-01,11527,2015,8,31
2015-08-02,11527,2015,8,31
2015-08-03,11527,2015,8,32
2015-08-04,11527,2015,8,32
2015-08-05,11527,2015,8,32
2015-08-06,11527,2015,8,32
2015-08-07,11527,2015,8,32
2015-08-08,11528,2015,8,32
2015-08-09,11528,2015,8,32
2015-08-10,11528,2015,8,33
2015-08-11,11528,2015,8,33
2015-08-12,11528,2015,8,33
2015-08-13,11528,2015,8,33
2015-08-14,11528,2015,8,33
2015-08-15,11529,2015,8,33
2015-08-16,11529,2015,8,33
2015-08-17,11529,2015,8,34
2015-08-18,11529,2015,8,34
2015-08-19,11529,2015,8,34
2015-08-20,11529,2015,8,34
2015-08-21,11529,2015,8,34
2015-08-22,11530,2015,8,34
2015-08-23,11530,2015,8,34
2015-08-24,11530,2015,8,35
2015-08-25,11530,2015,8,35
2015-08-26,11530,2015,8,35
2015-08-27,11530,2015,8,35
2015-08-28,11530,2015,8,35
2015-08-29,11531,2015,8,35
2015-08-30,11531,2015,8,35
2015-08-31,11531,2015,8,36
2015-09-01,11531,2015,9,36
2015-09-02,11531,2015,9,36
2015-09-03,11531,2015,9,36
2015-09-04,11531,2015,9,36
2015-09-05,11532,2015,9,36
2015-09-06,11532,2015,9,36
2015-09-07,11532,2015,9,37
2015-09-08,11532,2015,9,37
2015-09-09,11532,2015,9,37
2015-09-10,11532,2015,9,37
2015-09-11,11532,2015,9,37
2015-09-12,11533,2015,9,37
2015-09-13,11533,2015,9,37
2015-09-14,11533,2015,9,38
2015-09-15,11533,2015,9,38
2015-09-16,11533,2015,9,38
2015-09-17,11533,2015,9,38
2015-09-18,11533,2015,9,38
2015-09-19,11534,2015,9,38
2015-09-20,11534,2015,9,38
2015-09-21,11534,2015,9,39
2015-09-22,11534,2015,9,39
2015-09-23,11534,2015,9,39
2015-09-24,11534,2015,9,39
2015-09-25,11534,2015,9,39
2015-09-26,11535,2015,9,39
2015-09-27,11535,2015,9,39
2015-09-28,11535,2015,9,40
2015-09-29,11535,2015,9,40
2015-09-30,11535,2015,9,40
2015-10-01,11535,2015,10,40
2015-10-02,11535,2015,10,40
2015-10-03,11536,2015,10,40
2015-10-04,11536,2015,10,40
2015-10-05,11536,2015,10,41
2015-10-06,11536,2015,10,41
2015-10-07,11536,2015,10,41
2015-10-08,11536,2015,10,41
2015-10-09,11536,2015,10,41
2015-10-10,11537,2015,10,41
2015-10-11,11537,2015,10,41
2015-10-12,11537,2015,10,42
2015-10-13,11537,2015,10,42
2015-10-14,11537,2015,10,42
2015-10-15,11537,2015,10,42
2015-10-16,11537,2015,10,42
2015-10-17,11538,2015,10,42
2015-10-18,11538,2015,10,42
2015-10-19,11538,2015,10,43
2015-10-20,11538,2015,10,43
2015-10-21,11538,2015,10,43
2015-10-22,11538,2015,10,43
2015-10-23,11538,2015,10,43
2015-10-24,11539,2015,10,43
2015-10-25,11539,2015,10,43
2015-10-26,11539,2015,10,44
2015-10-27,11539,2015,10,44
2015-10-28,11539,2015,10,44
2015-10-29,11539,2015,10,44
2015-10-30,11539,2015,10,44
2015-10-31,11540,2015,10,44
2015-11-01,11540,2015,11,44
2015-11-02,11540,2015,11,45
2015-11-03,11540,2015,11,45
2015-11-04,11540,2015,11,45
2015-11-05,11540,2015,11,45
2015-11-06,11540,2015,11,45
2015-11-07,11541,2015,11,45
2015-11-08,11541,2015,11,45
2015-11-09,11541,2015,11,46
2015-11-10,11541,2015,11,46
2015-11-11,11541,2015,11,46
2015-11-12,11541,2015,11,46
2015-11-13,11541,2015,11,46
2015-11-14,11542,2015,11,46
2015-11-15,11542,2015,11,46
2015-11-16,11542,2015,11,47
2015-11-17,11542,2015,11,47
2015-11-18,11542,2015,11,47
2015-11-19,11542,2015,11,47
2015-11-20,11542,2015,11,47
2015-11-21,11543,2015,11,47
2015-11-22,11543,2015,11,47
2015-11-23,11543,2015,11,48
2015-11-24,11543,2015,11,48
2015-11-25,11543,2015,11,48
2015-11-26,11543,2015,11,48
2015-11-27,11543,2015,11,48
2015-11-28,11544,2015,11,48
2015-11-29,11544,2015,11,48
2015-11-30,11544,2015,11,49
2015-12-01,11544,2015,12,49
2015-12-02,11544,2015,12,49
2015-12-03,11544,2015,12,49
2015-12-04,11544,2015,12,49
2015-12-05,11545,2015,12,49
2015-12-06,11545,2015,12,49
2015-12-07,11545,2015,12,50
2015-12-08,11545,2015,12,50
2015-12-09,11545,2015,12,50
2015-12-10,11545,2015,12,50
2015-12-11,11545,2015,12,50
2015-12-12,11546,2015,12,50
2015-12-13,11546,2015,12,50
2015-12-14,11546,2015,12,51
2015-12-15,11546,2015,12,51
2015-12-16,11546,2015,12,51
2015-12-17,11546,2015,12,51
2015-12-18,11546,2015,12,51
2015-12-19,11547,2015,12,51
2015-12-20,11547,2015,12,51
2015-12-21,11547,2015,12,52
2015-12-22,11547,2015,12,52
2015-12-23,11547,2015,12,52
2015-12-24,11547,2015,12,52
2015-12-25,11547,2015,12,52
2015-12-26,11548,2015,12,52
2015-12-27,11548,2015,12,52
2015-12-28,11548,2015,12,53
2015-12-29,11548,2015,12,53
2015-12-30,11548,2015,12,53
2015-12-31,11548,2015,12,53
2016-01-01,11548,2016,1,53
2016-01-02,11549,2016,1,53
2016-01-03,11549,2016,1,53
2016-01-04,11549,2016,1,1
2016-01-05,11549,2016,1,1
2016-01-06,11549,2016,1,1
2016-01-07,11549,2016,1,1
2016-01-08,11549,2016,1,1
2016-01-09,11550,2016,1,1
2016-01-10,11550,2016,1,1
2016-01-11,11550,2016,1,2
2016-01-12,11550,2016,1,2
2016-01-13,11550,2016,1,2
2016-01-14,11550,2016,1,2
2016-01-15,11550,2016,1,2
2016-01-16,11551,2016,1,2
2016-01-17,11551,2016,1,2
2016-01-18,11551,2016,1,3
2016-01-19,11551,2016,1,3
2016-01-20,11551,2016,1,3
2016-01-21,11551,2016,1,3
2016-01-22,11551,2016,1,3
2016-01-23,11552,2016,1,3
2016-01-24,11552,2016,1,3
2016-01-25,11552,2016,1,4
2016-01-26,11552,2016,1,4
2016-01-27,11552,2016,1,4
2016-01-28,11552,2016,1,4
2016-01-29,11552,2016,1,4
2016-01-30,11601,2016,1,4
2016-01-31,11601,2016,1,4
2016-02-01,11601,2016,2,5
2016-02-02,11601,2016,2,5
2016-02-03,11601,2016,2,5
2016-02-04,11601,2016,2,5
2016-02-05,11601,2016,2,5
2016-02-06,11602,2016,2,5
2016-02-07,11602,2016,2,5
2016-02-08,11602,2016,2,6
2016-02-09,11602,2016,2,6
2016-02-10,11602,2016,2,6
2016-02-11,11602,2016,2,6
2016-02-12,11602,2016,2,6
2016-02-13,11603,2016,2,6
2016-02-14,11603,2016,2,6
2016-02-15,11603,2016,2,7
2016-02-16,11603,2016,2,7
2016-02-17,11603,2016,2,7
2016-02-18,11603,2016,2,7
2016-02-19,11603,2016,2,7
2016-02-20,11604,2016,2,7
2016-02-21,11604,2016,2,7
2016-02-22,11604,2016,2,8
2016-02-23,11604,2016,2,8
2016-02-24,11604,2016,2,8
2016-02-25,11604,2016,2,8
2016-02-26,11604,2016,2,8
2016-02-27,11605,2016,2,8
2016-02-28,11605,2016,2,8
2016-02-29,11605,2016,2,9
2016-03-01,11605,2016,3,9
2016-03-02,11605,2016,3,9
2016-03-03,11605,2016,3,9
2016-03-04,11605,2016,3,9
2016-03-05,11606,2016,3,9
2016-03-06,11606,2016,3,9
2016-03-07,11606,2016,3,10
2016-03-08,11606,2016,3,10
2016-03-09,11606,2016,3,10
2016-03-10,11606,2016,3,10
2016-03-11,11606,2016,3,10
2016-03-12,11607,2016,3,10
2016-03-13,11607,2016,3,10
2016-03-14,11607,2016,3,11
2016-03-15,11607,2016,3,11
2016-03-16,11607,2016,3,11
2016-03-17,11607,2016,3,11
2016-03-18,11607,2016,3,11
2016-03-19,11608,2016,3,11
2016-03-20,11608,2016,3,11
2016-03-21,11608,2016,3,12
2016-03-22,11608,2016,3,12
2016-03-23,11608,2016,3,12
2016-03-24,11608,2016,3,12
2016-03-25,11608,2016,3,12
2016-03-26,11609,2016,3,12
2016-03-27,11609,2016,3,12
2016-03-28,11609,2016,3,13
2016-03-29,11609,2016,3,13
2016-03-30,11609,2016,3,13
2016-03-31,11609,2016,3,13
2016-04-01,11609,2016,4,13
2016-04-02,11610,2016,4,13
2016-04-03,11610,2016,4,13
2016-04-04,11610,2016,4,14
2016-04-05,11610,2016,4,14
2016-04-06,11610,2016,4,14
2016-04-07,11610,2016,4,14
2016-04-08,11610,2016,4,14
2016-04-09,11611,2016,4,14
2016-04-10,11611,2016,4,14
2016-04-11,11611,2016,4,15
2016-04-12,11611,2016,4,15
2016-04-13,11611,2016,4,15
2016-04-14,11611,2016,4,15
2016-04-15,11611,2016,4,15
2016-04-16,11612,2016,4,15
2016-04-17,11612,2016,4,15
2016-04-18,11612,2016,4,16
2016-04-19,11612,2016,4,16
2016-04-20,11612,2016,4,16
2016-04-21,11612,2016,4,16
2016-04-22,11612,2016,4,16
2016-04-23,11613,2016,4,16
2016-04-24,11613,2016,4,16
